artist;title;lyrics
Florence and the Machine;breath of life;Ha oh I was looking for a breath of life A little touch of heavenly light But all the choirs in my head sang no To get a dream of life again A little of vision of the start and the end But all the choirs in my head sang no But I only needed one more touch Another taste of heavenly rush And I believe  I believe it so And I only needed one more touch Another taste of devouring rush And I believe  I believe it so Whose side am I on  whose side am I Whose side am I on  whose side am I And the fever began to spread From my heart down to my legs But the room was so quiet oh And although I wasn t losing my mind It was a chorus so sublime But the room is too quiet  oh  the fever I was looking for a breath of life A little touch of heavenly light But all the choirs in my head sang no  I believe it To get a dream of life again A little vision of the start and the end But all the choirs in my head sang no Ha oh Ha oh It s a harder way And it s come to claim her And I always say We should be together I can see below Cause there s something in here And if you are gone I will not belong here And I started to hear it again But this time it wasn t the end And the room was so quiet  oh And my heart is a hollow plain For the devil to dance again And the room was too quiet  oh I was looking for a breath of life A little touch of heavenly light But all the choirs in my head sang no
Florence and the Machine;caught;It s the hardest thing I ve ever had to do To try and keep from calling you Well  can my dreams keep coming true How can they  cause when I sleep I never dream of you As if the dream of you  it sleeps too But it never slips away It just gains its strength and digs its hooks To drag me through the day And I m caught I forget all that I ve been taught I can t keep calm  I can t keep still Pulled apart against my will It s the hardest thing I ve ever had to prove You turn to salt as I turned around to look at you Old friends have said  the books I ve read Say it s the thing to do But it s hard to see it when you re in it Cause I went blind for you Then you leave my head and crawl out of bed Subconscious  And for those hours deep in the dark Perhaps you don t exist But I m caught I forget all that I ve been taught I can t keep calm  I can t keep still Pulled apart against my will And I was thrashing on the line Somewhere between Desperate and divine I can t keep calm  I can t keep still Persephone will have her fill And I m caught I forget all that I ve been taught I can t keep calm  I can t keep still Pulled apart against my will And I m caught I forget all that I ve been taught I can t keep calm  I can t keep still Pulled apart against my will
Florence and the Machine;cornflake girl;Never was a cornflake girl Thought that was a good solution Hanging with the raisin girls She s gone to the other side Givin  us the old heave ho Things are getting kind of gross And I go it s sleepy time This is not really  this  a this This is not really happening You bet your life it is You bet your life it is Oh  you bet your life It s a peel out the watchword Just peel out the watchword She knows what s going on Seems we got a cheaper feel now All the sweeteaze are gone Gone to the other side With my encyclopedia They musta paid her a nice price She s putting on her string bean love This is not really  this  this This is not really happening You bet your life it is You bet your life it is Oh  you bet your life It s a peel out the watchword Just peel out the watchword Never was a cornflake girl Thought that was a good solution Rabbit  where d you put the keys  girl Rabbit  where d you put the keys  girl Rabbit  where d you put the keys Rabbit  where d you put the keys Where d you put the keys  girl And the man with the golden gun Thinks he knows so much Thinks he knows so much  yeah And the man with the golden gun Thinks he knows so much Thinks he knows so much  yeah And the man with the golden gun Thinks he knows so much Thinks he knows so much  yeah And the man with the golden gun Thinks he knows so much Thinks he knows so much  yeah Rabbit  where d you put the keys  girl Oh  rabbit  where d you put the keys  girl Rabbit  where d you put the keys  oh yeah Rabbit  where d you put the keys Where d you put the keys  girl 
Florence and the Machine;cosmic love;A falling star fell from your heart and landed in my eyes I screamed aloud  as it tore through them  and now it s left me blind The stars  the moon  they have all been blown out You left me in the dark No dawn  no day  I m always in this twilight In the shadow of your heart And in the dark  I can hear your heartbeat I tried to find the sound But then it stopped  and I was in the darkness So darkness I became The stars  the moon  they have all been blown out You left me in the dark No dawn  no day  I m always in this twilight In the shadow of your heart I took the stars from our eyes  and then I made a map And knew that somehow I could find my way back Then I heard your heart beating  you were in the darkness too So I stayed in the darkness with you The stars  the moon  they have all been blown out You left me in the dark No dawn  no day  I m always in this twilight In the shadow of your heart The stars  the moon  they have all been blown out You left me in the dark No dawn  no day  I m always in this twilight In the shadow of your heart
Florence and the Machine;delilah;Drifting through the halls with the sunrise Holding on for your call Climbing up the walls for that flashing light I can never let go Cause I m gonna be free and I m gonna be fine Holding on for your call Cause I m gonna be free and I m gonna be fine Maybe not tonight Now the sun is up and I m going blind Holding on for your call Another drink just to pass the time I can never say no Cause I m gonna be free and I m gonna be fine Holding on for your call Cause I m gonna be free and I m gonna be fine Maybe not tonight It s a different kind of danger And the bells are ringing out And I m calling for my mother As I pull the pillars down It s a different kind of danger And my feet are spinning around Never knew I was a dancer Till Delilah showed me how Too fast for freedom Sometimes it all falls down These chains never leave me I keep dragging them around Now I m dancing with Delilah and her vision is mine Holding on for your call A different kind of danger in the daylight I can never let go Took anything to cut you  I can find Holding on for your call A different kind of a danger in the daylight Can t you let me know Now it s one more boy and it s one more lie Holding on for your call Taking the pills just to pass the time I can never say no Cause I m gonna be free and I m gonna be fine Holding on for your call Cause I m gonna be free and I m gonna be fine Maybe not tonight It s a different kind of danger And the bells are ringing out And I m calling for my mother As I pull the pillars down It s a different kind of danger And my feet are spinning around Never knew I was a dancer Till Delilah showed me how Now I m dancing with Delilah and her vision is mine Holding on for your call A different kind of danger in the daylight I can never let go Took anything to cut you  I can find Holding on for your call A different kind of a danger in the daylight Can t you let me know Strung up  strung out for your love Hang in  hung up  it s so rough I m wrung and ringing out Why can t you let me know Strung up  strung out for your love Hang in  hung up  it s so rough I m wrung and ringing out Why can t you let me know It s a different kind of danger And the bells are ringing out And I m calling for my mother As I pull the pillars down It s a different kind of danger And my feet are spinning around Never knew I was a dancer Till Delilah showed me how It s a different kind of danger And the bells are ringing out And I m calling for my mother As I pull the pillars down It s a different kind of danger And my feet are spinning around Never knew I was a dancer Till Delilah showed me how Too fast for freedom Sometimes it all falls down These chains never leave me I keep dragging them around Too fast for freedom Sometimes it all falls down These chains never leave me I keep dragging them around
Florence and the Machine;dog days are over;Happiness  hit her like a train on a track Coming towards her  stuck still no turning back She hid around corners and she hid under beds She killed it with kisses and from it she fled With every bubble she sank with a drink And washed it away down the kitchen sink The dog days are over The dog days are done The horses are coming so you better run Run fast for your mother run fast for your father Run for your children for your sisters and brothers Leave all your love and your longing behind you Can t carry it with you if you want to survive The dog days are over The dog days are done Can t you hear the horses Cause here they come And I never wanted anything from you Except everything you had And what was left after that too  oh Happiness hit her like a bullet in the back Struck from a great height By someone who should know better than that The dog days are over The dog days are done Can you hear the horses Cause here they come Run fast for your mother and fast for your father Run for your children for your sisters and brothers Leave all your love and your loving behind you Can t carry it with you if you want to survive The dog days are over The dog days are done Can you hear the horses Cause here they come The dog days are over The dog days are done Can you hear the horses Cause here they come The dog days are over The dog days are done The horses are coming So you better run
Florence and the Machine;donkey kosh;With a donkey on my shoulder And a jackal on my back I ll carry these  my children Keep them safe from attack The donkey makes it hard to dance The jackal sings too loud The donkey cries when it s alone And the jackal is too proud Little donkey is getting restless Getting heavier as it grows And the jackal  spoiled and spiteful Keeps biting at my nose I would have a lover A husband  and a child But the donkey is too jealous And the jackal is too wild It s too wild You ask me why I keep them Why I love them so Why they get away with murder As they grow and grow and grow I keep them  cause I made them They come from in my heart With each mistake I make Created  and torn apart And when it s time to feed them Before they go to bed I give them my confessions Baked within their bread Little donkey is getting restless Getting heavier as it grows And the jackal  spoiled and spiteful Keeps biting at my nose Little donkey is getting restless Getting heavier as it grows And the jackal  spoiled and spiteful Keeps biting at my nose
Florence and the Machine;drumming song;There s a drumming noise inside my head That starts when you re around I swear that you could hear it It makes such an all mighty sound There s a drumming noise inside my head That throws me to the ground I swear that you should hear it It makes such an all mighty sound Louder than sirens Louder than bells Sweeter than heaven And hotter than hell I ran to a tower where the church bells chime I hoped that they would clear my mind They left a ringing in my ear But that drum s still beating loud and clear Louder than sirens Louder than bells Sweeter than heaven And hotter than hell Louder than sirens Louder than bells Sweeter than heaven And hotter than hell Louder than sirens Louder than bells Sweeter than heaven And hotter than hell As I move my feet towards your body I can hear this beat it fills my head up And gets louder and louder It fills my head up and gets louder and louder I run to the river and dive straight in I pray that the water will drown out the din But as the water fills my mouth It couldn t wash the echoes out But as the water fills my mouth It couldn t wash the echoes out I swallow the sound and it swallows me whole Til there s nothing left inside my soul I m as empty as that beating drum But the sound has just begun As I move my feet towards your body I can hear this beat it fills my head up And gets louder and louder It fills my head up and gets louder and louder There s a drumming noise inside my head That starts when you re around I swear that you could hear it It makes such an all mighty sound There s a drumming noise inside my head That starts when you re around I swear that you could hear it It makes such an all mighty sound Louder than sirens Louder than bells Sweeter than heaven And hotter than hell Louder than sirens Louder than bells Sweeter than heaven And hotter than hell As I move my feet towards your body I can hear this beat it fills my head up And gets louder and louder It fills my head up and gets louder and louder
Florence and the Machine;falling;I ve fallen out of favor and I ve fallen from grace Fallen out of trees and I ve fallen on my face Fallen out of taxis  out of windows too Fell in your opinion when I fell in love with you Oh oh oh oh oh oh oh oh oh oh Oh oh oh oh oh oh oh oh oh oh Sometimes I wish for falling  wish for the release Wish for falling through the air to give me some relief Because falling s not the problem  when I m falling I m at peace It s only when I hit the ground it causes all the grief Oh oh oh oh oh oh oh oh oh oh Whoa oh oh oh oh oh oh oh oh oh oh This is a song for a scribbled down name And my love keeps writing again and again This is a song for a scribbled down name And my love keeps writing again and again And again and again and again and again And again and again and again and again And again and again and again and again And again and again and again and again I dance with myself  I drunk myself down Found people to love  left people to drown I m not scared to jump  I m not scared to fall If there was nowhere to land I wouldn t be scared at all At all At all Fall Fall Sometimes I wish for falling  wish for the release Wish for falling through the air to give me some relief Because falling s not the problem  when I m falling I m at peace It s only when I hit the ground it causes all the grief
Florence and the Machine;ghosts;I m not calling you a liar  just don t lie to me I m not calling you a thief  just don t steal from me I m not calling you a ghost  just stop haunting me And I love you so much  I m gonna let you kill me There s a ghost in my lungs and it sighs in my sleep Wraps itself around my tongue as it softly speaks Then it walks  then it walks with my legs To fall  to fall  to fall at your feet There but for the grace of God go I And when you kiss me  I am happy enough to die I m not calling you a liar  just don t lie to me And I love you so much  I m gonna let you I m not calling you a thief  just don t And I love you so much  I m gonna let you I m not calling you a ghost  just stop There s a ghost in my mouth and it talks in my sleep Wraps itself around my tongue as it softly speaks Then it walks  then it walks  then it walks with my legs To fall  to fall  to fall  to fall To fall  to fall To fall  to fall  to fall  to fall To fall  to fall  at your feet There but for the grace of God go I And when you kiss me  I am happy enough
Florence and the Machine;girl with one eye;She told me not to step on the cracks I told her not to fuss and relax Pretty little face stopped me in my tracks But now she sleeps with one eye open That s the price she ll pay I took a knife and cut out her eye I took it home and watched it wither and die Well  she s lucky that I didn t slip her a smile That s why she sleeps with one eye open That s the price she ll pay I said  hey  girl with one eye Get your filthy fingers out of my pie I said  hey  girl with one eye I ll cut your little heart out  cause you made me cry I slipped my hand under her skirt I said don t worry  it s not gonna hurt Oh  my reputation s kinda clouded with dirt That s why you sleep with one eye open But that s the price you pay I said  hey  girl with one eye Get your filthy fingers out of my pie I said  hey  girl with one eye I ll cut your little heart out  cause you made me cry You made me cry You made me cry You made me cry I said  hey  girl with one eye Get your filthy fingers out of my pie I said  girl with one eye Get your filthy fingers out my pie I said  hey  girl with one eye Get your filthy fingers out of my pie I said  hey  girl with one eye I ll cut your little heart out  cause you made me cry
Florence and the Machine;grace;I m sorry I ruined your birthday I guess I could go back to University Try and make my mother proud Stop this phase I m in  she deems dangerous In love The spelling is a problem As is the discipline And I don t think it would be too long Before I was drunk in Camberwell again But this is the only thing I ve ever had any faith in Grace  I know you carry us Grace  and it was such a mess Grace  I don t say it enough Grace  you are so loved I m sorry I ruined your birthday you had turned 18 And the sunshine hit me and I was behaving strangely All the walls were melting and there where mermaids  everywhere Hearts flew from my hands and I could see people s feelings This is the only thing I ve ever had any faith in Grace  I know you carry us Grace  and it was such a mess Grace  I don t say it enough Grace  you are so loved Uh uh  And you  you were the one I treated the worst Only because you loved me the most We haven t spoken in a long time I think about it sometimes I don t know who I was back then And I hope on hope I would never treat anyone like that again This is the only thing I ve ever had any faith in Grace  I know you carry us Grace  and it was such a mess Grace  I don t say it enough Grace  you are so loved Grace  I know you carry us Grace  and it was such a fucking mess Oh Grace  I don t say it enough Grace  you are so loved This is the only thing I ve ever had any faith in This is the only thing I ve ever had any faith in This is the only thing I ve ever had any faith in This is the only thing I ve ever had any faith in
Florence and the Machine;halo;Remember those walls I built Well  baby they re tumbling down They didn t even put up a fight They didn t even make a sound I found a way to let you in But I never really had a doubt Standing in the light of your halo I got my angel now It s like I ve been awakened Every rule I had you breakin It s the risk that I m takin I ain t never gonna shut you out Everywhere I m looking now I m surrounded by your embrace Baby I can feel your halo You know you re my saving grace You re everything I need and more It s written all over your face Standing in the light of your halo Pray it won t fade away Halo Halo Halo Halo Hit me like a ray of sun Burning through my darkest nights You re the only thing that I want And I m addicted to your light I swore I d never fall again But this don t even feel like falling Gravity can t forget To pull me back to the ground again It s like I ve been awakened Every rule I had you breakin The risk that I m takin I ain t ever gonna shut you out Everywhere I m looking now I m surrounded by your embrace Baby I can feel your halo You know you re my saving grace You re everything I need and more It s written all over your face Standing in the light of your halo Pray it won t fade away Halo Halo Halo Halo Everywhere I m looking now I m surrounded by your embrace Baby I can feel your halo You know you re my saving grace You re everything I need and more It s written all over your face Standing in the light of your halo Pray it won t fade away I can see your halo  halo  halo I can see your halo  halo  halo I can see your halo  halo  halo  halo
Florence and the Machine;hardest of hearts;There is love in your body but you can t hold it in It pours from your eyes and spills from your skin Tenderest touch leaves the darkest of marks And the kindest of kisses break the hardest of hearts The hardest of hearts The hardest of hearts The hardest of hearts There is love in your body but you can t get it out It gets stuck in your head  won t come out of your mouth Sticks to your tongue and shows on your face That the sweetest of words have the bitterest taste Darling heart  I loved you from the start But you ll never know what a fool I ve been Darling heart  I loved you from the start But that s no excuse for the state I m in The hardest of hearts The hardest of hearts The hardest of hearts There is love in our bodies and it holds us together But pulls us apart when we re holding each other We all want something to hold in the night We don t care if it hurts or we re holding too tight There is love in your body but you can t get it out It gets stuck in your head  won t come out of your mouth Sticks to your tongue and it shows on your face That the sweetest of words have the bitterest taste Darling heart  I loved you from the start But you ll never know what a fool I ve been Darling heart  I loved you from the start But that s no excuse for the state I m in The hardest of hearts The hardest of hearts The hardest of hearts My heart swells like a water at work Can t stop myself before it s too late Hold on to your heart Cause I m coming to take it Hold on to your heart Cause I m coming to break it Hold on hold on hold on hold on hold on Hold on hold on hold on hold on hold on The hardest of hearts  hold on  hold on The hardest of hearts  hold on  hold on The hardest of hearts  hold on 
Florence and the Machine;haunted house;My heart is like a haunted house There s things in there that scratch about They make their music in the night And in the day they give me such a fright My heart is like a haunted house There s things in there that scream and shout They make their music in the night Wish I could find a way to let them out  oh Do you remember winding your arm around my shoulder As we wandered  round the hill Now I m in that fog forever And full collaboration with the weather  cause I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh I m not free at all  Ooh  ooh  ooh My heart is like a haunted house There s things in there that scratch about They make their music in the night And in the day they give me such a fright
Florence and the Machine;heartlines;Oh the river  oh the river  it s running free And oh the joy  oh the joy it brings to me But I know it ll have to drown me Before it can breathe easy And I ve seen it in the flights of birds I ve seen it in you the entrails of the animals The blood running through  but in order to get to the heart I think sometimes you ll have to cut through  but you can t We will carry We will carry you there Just keep following The heartlines on your hand Just keep following The heartlines on your hand Keep it up  I know you can Just keep following The heartlines on your hand  cause I am On the sea  on the sea and land over land Creeping and crawling like the sea over sand Still I follow heartlines on your hand This fantasy  this fallacy  this tumbling stone Echoes of a city that s long overgrown Your heart is the only place that I call home Can I be returned  you can You can  we can Just keep following The heartlines on your hand Just keep following The heartlines on your hand Keep it up  I know you can Just keep following The heartlines on your hand What a thing to do Oh woah oh what a thing to choose But know  in some way I m there with you Up against the wall on a Wednesday afternoon Just keep following The heartlines on your hand Just keep following The heartlines on your hand Keep it up  I know you can Just keep following The heartlines on your hand Cause I am
Florence and the Machine;heavy in your arms;I was a heavy heart to carry My beloved was weighed down My arms around his neck My fingers laced to crown I was a heavy heart to carry My feet dragged across the ground And he took me to the river Where he slowly let me drown My love has concrete feet My love s an iron ball Wrapped around your ankles Over the waterfall I m so heavy  heavy Heavy in your arms I m so heavy  heavy Heavy in your arms And is it worth the wait All this killing time Are you strong enough to stand Protecting both your heart and mine Who is the betrayer Who s the killer in the crowd The one who creeps in corridors And doesn t make a sound My love has concrete feet My love s an iron ball Wrapped around your ankles Over the waterfall My love has concrete feet My love s an iron ball Wrapped around your ankles Over the waterfall I m so heavy  heavy Heavy in your arms I m so heavy  heavy So heavy in your arms This will be my last confession I love you  never felt like any blessing Oh Whispering like it s a secret Only to condemn the one who hears it With a heavy heart Heavy  heavy  I m so heavy in your arms I m so  Heavy  heavy  I m so heavy in your arms I m so  Heavy  heavy  I m so heavy in your arms I m so  Heavy  heavy  I m so heavy in your arms I was a heavy heart to carry My beloved was weighed down My arms around his neck My fingers laced to crown I was a heavy heart to carry But he never let me down When he had me in his arms My feet never touched the ground I m so heavy  heavy in your arms Heavy  I m so heavy in your arms
Florence and the Machine;hiding;I think you hide When all the world s asleep and tired You cry a little  so do I  so do I I think you hide And you don t have to tell me why You cry a little  so do I  so do I Tell me I will be released Not sure I can deal with this Up all night again this week Breaking things that I should keep I know that you re hiding I know there s a part of you that I just cannot reach You don t have to let me in Just know that I m still here I m ready for you whenever  whenever you need Whenever you want to begin I know you ve tried But something stops you every time You cry a little  so do I  so do I And it s your pride That s keeping us still so far apart But if you give a little  so will I  so will I Tell me I will be released Not sure I can deal with this Up all night again this week Breaking things that I should keep  I know that you re hiding I know there s a part of you that I just cannot reach You don t have to let me in Just know that I m still here I m ready for you whenever  whenever you need Whenever you want to begin I know I seem shaky These hands not fit for holding But if you let me  oh I will see you around Tell me I will be released Not sure I can deal with this Up all night again this week Breaking things that I should keep Tell me I will be released Not sure I can deal with this Up all night again this week Breaking things that I should keep I know that you re hiding I know there s a part of you that I just cannot reach You don t have to let me in Just know that I m still here I  I m still here I m still here
Florence and the Machine;hospital beds;There s nothing to do here So just lie and complain In bed at the hospital Coming and going Asleep and awake In bed at the hospital I ve got one friend Laying across from me I did not choose him He did not choose me We have no chance Of recovering Laying in hospitals Joy and misery Joy and misery Joy and misery Put out the fire boys Don t stop  don t stop Put out the fire on us Put out the fire boys Don t stop  don t stop Put out the fire on us Bring your buckets by the dozen Bring your nieces and your cousins Oh  put out the fire on us Bring your buckets by the dozen Bring your nieces and your cousins Oh  put out the fire on us I ve got one friend Laying across from me I did not choose him He did not choose me We have no chance Of recovering Laying in hospitals Joy and misery Joy and misery And joy and joy and joy and joy and joy and joy and misery 
