artist;title;lyrics
ABBA;cassandra;Down in the street they re all singing and shouting Staying alive though the city is dead Hiding their shame behind hollow laughter While you are crying alone on your bed Pity Cassandra that no one believed you But then again you were lost from the start Now we must suffer and sell our secrets Bargain  playing smart  aching in our hearts Sorry Cassandra I misunderstood Now the last day is dawning Some of us wanted but none of us would Listen to words of warning But on the darkest of nights Nobody knew how to fight And we were caught in our sleep Sorry Cassandra I didn t believe You really had the power I only saw it as dreams you would weave Until the final hour So in the morning your ship will be sailing Now that your father and sister are gone There is no reason for you to linger You re grieving deeply but still moving on You know the future is casting a shadow No one else sees it but you know your fate Packing your bags  being slow and thorough Knowing  though you re late  that ship is sure to wait Sorry Cassandra I misunderstood Now the last day is dawning Some of us wanted but none of us would Listen to words of warning But on the darkest of nights Nobody knew how to fight And we were caught in our sleep Sorry Cassandra I didn t believe You really had the power I only saw it as dreams you would weave Until the final hour I watched the ship leaving harbor at sunrise Sails almost slack in the cool morning rain She stood on deck  just a tiny figure Rigid and restrained  blue eyes filled with pain Sorry Cassandra I misunderstood Now the last day is dawning Some of us wanted but none of us would Listen to words of warning But on the darkest of nights Nobody knew how to fight And we were caught in our sleep Sorry Cassandra I didn t believe You really had the power I only saw it as dreams you would weave Until the final hour I m sorry Cassandra I m sorry Cassandra
ABBA;chiquitita;Chiquitita  tell me what s wrong You re enchained by your own sorrow In your eyes there is no hope for tomorrow How I hate to see you like this There is no way you can deny it I can see that you re oh so sad  so quiet Chiquitita  tell me the truth I m a shoulder you can cry on Your best friend  I m the one you must rely on You were always sure of yourself Now I see you ve broken a feather I hope we can patch it up together Chiquitita  you and I know How the heartaches come and they go and the scars they re leaving You ll be dancing once again and the pain will end You will have no time for grieving Chiquitita  you and I cry But the sun is still in the sky and shining above you Let me hear you sing once more like you did before Sing a new song  Chiquitita Try once more like you did before Sing a new song  Chiquitita So the walls came tumbling down And your love s a blown out candle All is gone and it seems too hard to handle Chiquitita  tell me the truth There is no way you can deny it I see that you re oh so sad  so quiet Chiquitita  you and I know How the heartaches come and they go and the scars they re leaving You ll be dancing once again and the pain will end You will have no time for grieving Chiquitita  you and I cry But the sun is still in the sky and shining above you Let me hear you sing once more like you did before Sing a new song  Chiquitita Try once more like you did before Sing a new song  Chiquitita Try once more like you did before Sing a new song  Chiquitita
ABBA;conociendome conociendote;Ya no hay m s sonrisa Todo finaliza Nuestra casa hoy vac a Me har  llorar Y la historia aqu  termina Hay que olvidar  Solo t  sola yo  aha Poco y nada se logr Solo t  sola yo  aha Nuestro amor qui n puede negar  pas Separarse es tan dif cil lo s  pero yo me ir Conoci ndome a m Conoci ndote a ti  Bueno  malo  tanto Guardo risas  llanto En los cuartos donde vimos Ni os jugar Hoy hay s lo un gran silencio En el lugar  Solo t  sola yo  aha Poco y nada se logr Solo t  sola yo  aha Nuestro amor qui n puede negar  pas Separarse es tan dif cil lo s  pero yo me ir Conoci ndome a m Conoci ndote a ti  Solo t  sola yo  aha Poco y nada se logr Solo t  sola yo  aha Nuestro amor qui n puede negar  pas Separarse es tan dif cil lo s  pero yo me ir Conoci ndome a m Conoci ndote a ti
ABBA;conocindome conocindote;Ya no hay m s sonrisa Todo finaliza Nuestra casa hoy vac a Me har  llorar Y la historia aqu  termina Hay que olvidar  Solo t  sola yo  aha Poco y nada se logr Solo t  sola yo  aha Nuestro amor qui n puede negar  pas Separarse es tan dif cil lo s  pero yo me ir Conoci ndome a m Conoci ndote a ti  Bueno  malo  tanto Guardo risas  llanto En los cuartos donde vimos Ni os jugar Hoy hay s lo un gran silencio En el lugar  Solo t  sola yo  aha Poco y nada se logr Solo t  sola yo  aha Nuestro amor qui n puede negar  pas Separarse es tan dif cil lo s  pero yo me ir Conoci ndome a m Conoci ndote a ti  Solo t  sola yo  aha Poco y nada se logr Solo t  sola yo  aha Nuestro amor qui n puede negar  pas Separarse es tan dif cil lo s  pero yo me ir Conoci ndome a m Conoci ndote a ti
ABBA;crazy world;I was out with the morning sun Couldn t sleep  so I thought I d take a walk I was thinking of you and me And I went to your house   cause I had to talk I could hardly believe my eyes When I saw this guy closing your front door Had the feeling of emptiness like I never had before And I closed my eyes  will you leave me girl Then I realized  it s a crazy world   As he disapeared in his car I was stunned and I didn t know what to do Everything I had ever dreamed Everything in my life s part of you And I just couldn t move my feet So I stood on the pavement as you came out You acted as you didn t know what it was all about And I closed my eyes  will you leave me girl Then I realized  it s a crazy world   Baby  how could you do it You just told me lies And you meet behind my back With other guys Baby  how could you tell me There was only me I was stupid to believe you I was blind but now I see   Then you smiled and you took my hand There is something  you said   that you may not know There s a couple of men in my life And one of them is my brother Joe He s been gone for a long  long time But he s back and I think he s gonna stay You ll be seeing a lot of him  he s so nice in every way Then I closed my eyes  never leave me girl Then I realized  it s a crazy world   So I closed my eyes  never leave me girl Then I realized  it s a crazy world So I closed my eyes  never leave me girl Then I realized  it s a crazy world
ABBA;cmo puedo jugar;I ve seen you twice  in a short time Only a week since we started It seems to me  for every time I m getting more open hearted   I was an impossible case No one ever could reach me But I think I can see in your face There s a lot you can teach me So I wanna know What s the name of the game Does it mean anything to you What s the name of the game Can you feel it the way I do Tell me please   cause I have to know I m a bashful child  beginning to grow And you make me talk And you make me feel And you make me show What I m trying to conceal If I trust in you  would you let me down Would you laugh at me  if I said I care for you Could you feel the same way too I wanna know The name of the game I have no friends  no one to see And I am never invited Now I am here  talking to you No wonder I get excited Your smile  and the sound of your voice And the way you see through me Got a feeling  you give me no choice But it means a lot to me So I wanna know   What s the name of the game   Your smile and the sound of your voice Does it mean anything to you   Got a feeling you give me no choice But it means a lot What s the name of the game   Your smile and the sound of your voice Can you feel it the way I do Tell me please   cause I have to know I m a bashful child  beginning to grow And you make me talk And you make me feel And you make me show What I m trying to conceal If I trust in you  would you let me down Would you laugh at me  if I said I care for you Could you feel the same way too I wanna know Oh yes I wanna know The name of the game  I was an impossible case Does it mean anything to you   But I think I can see in your face That it means a lot What s the name of the game   Your smile and the sound of your voice Can you feel it the way I do   Got a feeling you give me no choice But it means a lot What s the name of the game   I was an impossible case Does it mean anything to you   But I think I can see in your face That it means a lot 
ABBA;dame dame dame;Half past twelve And I m watching the late show in my flat all alone How I hate to spend the evening on my own Autumn winds Blowing outside the window as I look around the room And it makes me so depressed to see the phone There s not a soul out there No one to hear my prayer Gimme gimme gimme a man after midnight Won t somebody help me chase these shadows away Gimme gimme gimme a man after midnight Take me through the darkness to the break of the day Movie stars Find the end of the rainbow  with that fortune to win It s so different from the world I m living in Tired of T V I open the window and I gaze into the night But there s nothing there to see  no one in sight There s not a soul out there No one to hear my prayer Gimme gimme gimme a man after midnight Won t somebody help me chase these shadows away Gimme gimme gimme a man after midnight Take me through the darkness to the break of the day Gimme gimme gimme a man after midnight Gimme gimme gimme a man after midnight There s not a soul out there No one to hear my prayer Gimme gimme gimme a man after midnight Won t somebody help me chase these shadows away Gimme gimme gimme a man after midnight Take me through the darkness to the break of the day Gimme gimme gimme a man after midnight Won t somebody help me chase these shadows away Gimme gimme gimme a man after midnight Take me through the darkness to the break of the day
ABBA;dance;Oh  my love it makes me sad Why did things turn out so bad Was it just a dream  everything we did  everything we had Baby  give me one more Dance while the music still goes on Don t think about tomorrow Dance and forget our time is gone Tonight s a night we borrow Let s make it a memory  a night of our own A thing to remember when we re all alone So dance  it s our way to say goodbye Yes  all we have to do is Dance while the music still goes on This is no time for crying Dance  don t you hear them play our song God knows that we ve been trying But we didn t make it  cause nothing s the same We just couldn t help it  nobody s to blame So dance while the music still goes on And let it be our last goodbye Yet it seems to make me sad Why did things turn out so bad Was it just a dream  everything we did  everything we had Baby  give me one last Dance while the music still goes on Just like the night I met you Dance and believe me  when you re gone You know I won t forget you Our love was a snowbird  it s flying away You tell me it s over  what more can I say So dance while the music still goes on It s gonna be our last goodbye Dance while the music still goes on Don t think about tomorrow Dance and forget our time is gone Tonight s a night we borrow Let s make it a memory  a night of our own A thing to remember when we re all alone So dance while the music still goes on And let it be our last goodbye Dance while the music still goes on This is no time for crying Dance  don t you hear them play our song God knows that we ve been trying Dance while the music still goes on Just like the night I met you Dance and believe me  when you re gone You know I won t forget you
ABBA;dancing queen;Ooh You can dance You can jive Having the time of your life Ooh  see that girl Watch that scene Digging the dancing queen Friday night and the lights are low Looking out for a place to go Where they play the right music Getting in the swing You come to look for a king Anybody could be that guy Night is young and the music s high With a bit of rock music Everything is fine You re in the mood for a dance And when you get the chance You are the dancing queen Young and sweet Only seventeen Dancing queen Feel the beat from the tambourine  oh yeah You can dance You can jive Having the time of your life Ooh  see that girl Watch that scene Digging the dancing queen You re a teaser  you turn  em on Leave  em burning and then you re gone Looking out for another Anyone will do You re in the mood for a dance And when you get the chance You are the dancing queen Young and sweet Only seventeen Dancing queen Feel the beat from the tambourine  oh yeah You can dance You can jive Having the time of your life Ooh  see that girl Watch that scene Digging the dancing queen Digging the dancing queen
ABBA;day before you came;Must have left my house at eight  because I always do My train  I m certain  left the station just when it was due I must have read the morning paper going into town And having gotten through the editorial  no doubt I must have frowned I must have made my desk around a quarter after nine With letters to be read  and heaps of papers waiting to be signed I must have gone to lunch at half past twelve or so The usual place  the usual bunch And still on top of this I m pretty sure it must have rained The day before you came I must have lit my seventh cigarette at half past two And at the time I never even noticed I was blue I must have kept on dragging through the business of the day Without really knowing anything  I hid a part of me away At five I must have left  there s no exception to the rule A matter of routine  I ve done it ever since I finished school The train back home again Undoubtedly I must have read the evening paper then Oh yes  I m sure my life was well within it s usual frame The day before you came Must have opened my front door at eight o clock or so And stopped along the way to buy some Chinese food to go I m sure I had my dinner watching something on TV There s not  I think  a single episode of Dallas that I didn t see I must have gone to bed around a quarter after ten I need a lot of sleep  and so I like to be in bed by then I must have read a while The latest one by Marilyn French or something in that style It s funny  but I had no sense of living without aim The day before you came And turning out the light I must have yawned and cuddled up for yet another night And rattling on the roof I must have heard the sound of rain The day before you came
ABBA;disillusion;Changing  moving in a circle I can see your face in all of my dreams Smiling  laughing from the shadows When I hear your voice  I know what it means I know it doesn t matter just how hard I try You re all the reason for my life   Disillusion  disillusion s all you left for me How can I forget you when my world is breaking down You re all I had  you re all I want Disillusion  disillusions  now that s all I have   Wishing  hoping  chasing shadows Did I see your face somewhere in the crowd Thinking  wondering what you re doing I can t stop myself from crying out loud They say my wound will heal and only leave a scar But then  they never shared our love   Disillusion  disillusion s all you left for me How can I forget you when my world is breaking down You re all I had  you re all I want Disillusion  disillusions  now that s all I have   Disillusion  disillusions  now that s all I have
ABBA;does your mother know;You re so hot  teasing me So you re blue but I can t take a chance on a chick like you That s something I couldn t do There s that look in your eyes I can read in your face that your feelings are driving you wild Ah  but girl you re only a child Well I can dance with you honey If you think it s funny Does your mother know that you re out And I can chat with you baby Flirt a little maybe Does your mother know that you re out Take it easy  take it easy Better slow down girl That s no way to go Does your mother know Take it easy  take it easy Try to cool it girl Take it nice and slow Does your mother know I can see what you want But you seem pretty young to be searching for that kind of fun So maybe I m not the one Now you re so cute  I like your style And I know what you mean when you give me a flash of that smile  smile But girl you re only a child Well I can dance with you honey If you think it s funny Does your mother know that you re out And I can chat with you baby Flirt a little maybe Does your mother know that you re out Take it easy  take it easy Better slow down girl That s no way to go Does your mother know Take it easy  take it easy Try to cool it girl Take it nice and slow Does your mother know Well I can dance with you honey If you think it s funny Does your mother know that you re out And I can chat with you baby Flirt a little maybe Does your mother know that you re out Well I can dance with you honey If you think it s funny Does your mother know that you re out And I can chat with you baby Flirt a little maybe Does your mother know that you re out Well I can dance with you honey If you think it s funny Does your mother know that you re out And I can chat with you baby
