artist;title;lyrics
Imagine Dragons;burn out;Patience only gets you so far Blood will get you further Pain will only make your heart hard Tossed in fury s weather Innocence is beautiful to see Won t you box it up for me For me Oh  give me strength  and give me peace Does anyone out there watching hear me It s just another damn part  don t let it get the best of you It s only up from the floor  light everything inside of you Don t burn out  don t burn out on me Don t burn out  don t burn out on me Sadness is my enemy I fear time will age him gently Walking by my side for all these years Seems that we ve grown friendly Happiness is beautiful to see Won t you box it up for me For me Oh  give me strength  and give me peace Does anyone out there watching hear me It s just another damn part  don t let it get the best of you It s only up from the floor  light everything inside of you Don t burn out  don t burn out on me Don t burn out  don t burn out on me It s just another damn part It s just another damn part I won t give up I  I won t give up I  I won t give up I  I won t It s just another damn part  don t let it get the best of you It s only up from the floor  light everything inside of you I don t wanna let you go  I don t wanna let you go Don t burn out  don t burn out on me I don t wanna let you go  I don t wanna let you go Don t burn out  don t burn out on me
Imagine Dragons;chaching;I don t sleep so well at night Waiting up and shivering Hate is gone and money s tight This little home that I m living in You ve got to live your life While your blood is boiling These doors won t open While you stand and watch them Oh oh oh  what is with you Oh oh oh  I ve never seen this side of you Oh oh oh  what is with you Oh oh oh  I ve never seen this side of you Hey We are all living Till we grow older You ll be the worker I ll be the soldier Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling I don t think it s quite the same Just running out to feel the rain Staring as the stars parade Are they telling me it s gonna be okay You ve got to live your life While your blood is boiling These doors won t open While you stand and watch them Oh oh oh  what is with you Oh oh oh  I ve never seen this side of you Hey We are all living Till we grow older You ll be the worker I ll be the soldier Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling Oh  oh  oh We are all living Till we grow older You ll be the worker I ll be the soldier Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling We are all living Till we grow older You ll be the worker I ll be the soldier Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling Now let me hear those sounds you sing to me Cha ching  cha ching  cha chingaling Till we re older 
Imagine Dragons;cool out;Cool out  cool out Just before I go Yes I know that I m losing control  yeah I wanna take things slow  put my mind cruise control I know I m always pacing And I blame it on the pressure I m facing I wanna take things slow  put my mind cruise control I m standing on your front porch  saying   Don t go You re lookin  at me wild saying  Just go home  and Cool out   cause baby I don t think I m the one for you So just cool out   cause baby I don t think I m the one for you So cool out  stay high  stay fresh  late nights And just cool out   cause baby I don t think I m the one for you So cool out You re always saying that you re read my sign and Always wishing that I ll take the time but You know that s not my speed Only believe what I can see I live my life in black and white I know that s not what you would like That s all I know  I put my mind and cruise control I m standing on your front porch  saying   Don t go You re lookin  at me wild saying  Just go home  and Cool out   cause baby I don t think I m the one for you So just cool out   cause baby I don t think I m the one for you So cool out  stay high  stay fresh  late nights And just cool out   cause baby I don t think I m the one for you So cool out  cool out  so cool out All the things that you detest in me They keep you coming back for more  you see We make each other get a bit crazy But you ll always be a part of me Cool out   cause baby I don t think I m the one for you So just cool out   cause baby I don t think I m the one for you So cool out  stay high  stay fresh  late nights And just cool out   cause baby I don t think I m the one for you So cool out  cool out  so cool out Cool out  so cool out Cool out  cool out Cool out  cool out 
Imagine Dragons;cover up;There s lights that line these halls That beckon us to stay A glimmer in the distance That gathers all the stray And when I need it most It breaks into a song That runs through all my veins And helps me to hold on It was a long night We ran along into the spotlight You sang a song that made the children cry And all the people knew my name It was a bright light These lands combine into a great big mass We sang along to the very last Oh the jury stole my fame And then we grabbed the sun And it shined into these eyes Believe me Cover up  rain down We wept on the edge of this town It s all I want it s all we want tonight I feel it Cover up  rain down We wept on the edge of this town It s all I want it s all we want tonight Oh  you look so alive D d d did you think that we d cry tonight Oh did you think we d cry Oh can you feel my heart I think I feel it too D d d did you think that we d die tonight Oh did you think we d die Cover up  rain down We wept on the edge of this town It s all I want it s all we want tonight I feel it Cover up  rain down We wept on the edge of this town It s all I want it s all we want tonight Take my love  take it to the valley where the golden dove Flies it to the places where the silence screams Fills it with the noises of our cluttered dreams Cover up  rain down We wept on the edge of this town It s all I want it s all we want tonight I feel it Cover up  rain down We wept on the edge of this town It s all I want it s all we want tonight
Imagine Dragons;curse;She barely knew your name He was just a city  she s just a dirt road But that never meant a thing Running from the country  she needed out but He held that diamond ring Cause I can t sit oh I cant talk I gotta leave this town and run to you Curse these nights that speak your name I gotta leave this town and come to you Break  oh  this  oh  curse  oh Ha ha ha Break  oh  this  oh  curse  oh She barely knew your name He was such a worry No need to hurry Those streets are slick at night She would never listen She left it all and headed towards the light Oh your eyes look tired But love was all she knew Screaming out in agony she gave her life for you Cause I can t sit oh I cant talk I gotta leave this town and run to you Curse these nights that speak your name I gotta leave this town and come to you Break  oh  this  oh  curse  oh Ha ha ha Break  oh  this  oh  curse  oh She barely knew your name Cause I can t sit oh I cant talk I gotta leave this town and run to you Curse these nights that speak your name I gotta leave this town and come to you Break  oh  this  oh  curse  oh Ha ha ha Break  oh  this  oh  curse  oh She barely knew your name
Imagine Dragons;dancing in the dark;Don t throw my name  round here like that You could get us in some trouble Talking that way and Monday you got me that s a fact You could get me in some trouble Talking that way and I don t need nobody If you ever want to join me  baby  I ll be dancing in the dark If you ever want to join me  baby  I ll be dancing in the dark Dancing in the Join me Dancing in the Join me baby Dancing in the Join me baby Most days I m keeping to myself Living in my little bubble Throwing my weight and moving my body through the sea You could come join me Moving like the weekend I don t need nobody If you ever want to join me  baby  I ll be dancing in the dark If you ever want to join me  baby I ll be dancing in the dark Dancing in the Join me Dancing in the Join me baby Dancing in the Join me baby Dancing in the Join me baby If you ever want to join me  baby I ll be dancing in the dark Dancing in the Join me baby If you ever want to join me baby  I ll be dancing in the dark Baby  Dancing in the  baby 
Imagine Dragons;demons;When the days are cold And the cards all fold And the saints we see Are all made of gold When your dreams all fail And the ones we hail Are the worst of all And the blood s run stale I want to hide the truth I want to shelter you But with the beast inside There s nowhere we can hide No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come When you feel my heat Look into my eyes It s where my demons hide It s where my demons hide Don t get too close It s dark inside It s where my demons hide It s where my demons hide When the curtain s call Is the last of all When the lights fade out All the sinners crawl So they dug your grave And the masquerade Will come calling out At the mess you made Don t want to let you down But I am hell bound Though this is all for you Don t want to hide the truth No matter what we breed We still are made of greed This is my kingdom come This is my kingdom come When you feel my heat Look into my eyes It s where my demons hide It s where my demons hide Don t get too close It s dark inside It s where my demons hide It s where my demons hide They say it s what you make I say it s up to fate It s woven in my soul I need to let you go Your eyes  they shine so bright I want to save their light I can t escape this now Unless you show me how When you feel my heat Look into my eyes It s where my demons hide It s where my demons hide Don t get too close It s dark inside It s where my demons hide It s where my demons hide
Imagine Dragons;digital;You know how we do I wanna a new world without the order I wanna resurrect and live a little shorter I want it heavy I want the fury I want to be like the judge and the jury From the outside everything moves right From the outside  from the outside From the outside everything moves right From the outside  from the outside We are  we are the face of the future We are  we are the digital heartbeat We are  we are the face of the future We don t wanna change  we just want to change everything Hey  hey  hey  hey  digital  digital Hey  hey  hey  hey  digital heartbeat Hey  hey  hey  hey  digital  digital We don t wanna change  we just want to change everything I wanna a new world without the order I wanna resurrect and live a little shorter I want it heavy I want the fury I want to be like the judge and the jury From the outside everything moves right From the outside  from the outside From the outside everything moves right From the outside  from the outside We are  we are the face of the future We are  we are the digital heartbeat We are  we are the face of the future We don t wanna change  we just want to change everything Hey  hey  hey  hey  digital  digital Hey  hey  hey  hey  digital heartbeat Hey  hey  hey  hey  digital  digital We don t wanna change  we just want to change everything And they they ve been sayin  they ve been sayin  the same thing And they  they ve been sayin  they ve been sayin  the same thing And they  they ve been sayin  they ve been sayin  the same thing And they  they ve been sayin  they ve been sayin  the same thing And they  they ve been sayin  they ve been sayin  the same thing And they  they ve been sayin  they ve been sayin  the same thing They  they ve been sayin  they ve been sayin  the same thing And they  they ve been sayin  they ve been sayin  the same thing We are  we are the face of the future We are  we are the digital heartbeat We are  we are the face of the future We don t wanna change  we just want to change everything Hey  hey  hey  hey  digital  digital Hey  hey  hey  hey  digital heartbeat Hey  hey  hey  hey  digital  digital We don t wanna change  we just want to change everything Hey  hey  hey  hey  digital  digital Hey  hey  hey  hey  digital heartbeat Hey  hey  hey  hey  digital  digital We don t wanna change  we just want to change everything
Imagine Dragons;dream;In the dark  and I m right on the middle mark I m just in the tier of everything that rides below the surface And I watch from a distance seventeen And I m short of the others dreams of being golden and on top It s not what you painted in my head There s so much there instead of all the colors that I saw We all are living in a dream But life ain t what it seems Oh everything s a mess And all these sorrows I have seen They lead me to believe That everything s a mess But I wanna dream I wanna dream Leave me to dream In the eyes of a teenage crystallized Oh  the prettiest of lights that hang the hallways of the home And the cries from the strangers out at night They don t keep us up at night We have the curtains drawn and closed We all are living in a dream But life ain t what it seems Oh everything s a mess And all these sorrows I have seen They lead me to believe That everything s a mess But I wanna dream I wanna dream Leave me to dream I know all your reasons To keep me from seeing Everything is actually a mess But now I am leaving All of us were only dreaming Everything is actually a mess We all are living in a dream But life ain t what it seems Oh everything s a mess And all these sorrows I have seen They lead me to believe That everything s a mess   But I wanna dream I wanna dream Leave me to dream But I wanna dream I wanna dream Leave me to dream
Imagine Dragons;drive;Get me right  all it takes is silent night I want my eyes to see these lights Hold hold hold on hold hold on But when it comes it goes I am on my knees  oh forgive me Get me right  look at these people flying kites They seem to live forgotten nights Hold hold hold on hold hold on But when it comes it goes I am on my knees Oh forgive me Drive  I got my head on aright I got my people strapped tight I got my head on aright Oh oh oh oh I  I got my head on aright I got my people strapped tight I got my head on aright Oh oh oh oh Oh get me right  all it takes is starry nights I want my eyes to see these lights Hold hold hold on hold hold on But when it comes it goes I am on my knees Oh forgive me Get me right  look at these seagulls in the air They seem to yell just like we care Hold hold hold on hold hold on But when it comes it goes I am on my knees Oh forgive me Drive  I got my head on aright I got my people strapped tight I got my head on aright Oh oh oh oh I  I got my head on aright I got my people strapped tight I got my head on aright Oh oh oh oh Drive  I got my head on aright I got my people strapped tight I got my head on aright Oh oh oh oh I  I got my head on aright I got my people strapped tight I got my head on aright Oh oh oh oh
Imagine Dragons;every night;I m coming home to you Every night every night every night every night I m the colorless sunrise That s never good enough I m the wind that s in your head It ruffles you up You could find the reason You could let me know I won t blame you I ll just turn and go I m coming home to you Every night every night every night every night I m coming home to you Every night every night every night every night My mind is made up My feelings changed and I m coming home to you Every night every night every night every night Searching to find myself And all I find is you I could hardly stand myself So what am I to you You could find a reason You could let me know I won t blame you I just didn t go I m coming home to you Every night every night every night every night Coming home to you Every night every night every night every night My mind is made up My feelings changed and I m coming home to you Every night every night every night every night No matter  no matter No matter what we re facing It don t matter  it don t matter Cause the reason that I m here Is the same through all these years Not changing  not changing anything at all I m coming home to you  I m coming home Every night every night every night every night Coming home to you  I m coming home Every night every night every night every night My mind is made up My feelings changed and I m coming home to you  I m coming home Every night every night every night every night
Imagine Dragons;fallen;Run for cover  my sense of fear is running thin Undercover  just like a candle in the wind Tell everybody  tell everybody Brothers  sisters  the ending is coming Oh  we are fallen  we are fallen Oh  we are fallen  we are fallen Now we re just gonna ride it out Every morning  I m staring shadows in the eye Oh good morning  will you just wait until I die Tell everybody  tell everybody Brothers  sisters  the ending is coming Oh  we are fallen  we are fallen Oh  we are fallen  we are fallen Now we re just gonna ride it out Tell everybody  tell everybody Tell everybody  we are fallen Oh  we are fallen  we are fallen Oh  we are fallen  we are fallen Now we re just gonna ride it out I just want to take it in Even when your fire runs out Will you start it up again We are fallen
Imagine Dragons;fear;There s a whisper  a rumor Voices in the air outside Got their eyes on the future Yeah  the kids are coming up on the ride God  I m running in fear  fear  fear God  I m running in fear  fear  fear Lights out I m  fraid of everything that moves Lights out I m  fraid of everything that moves Roll this cup of deuces The fuel will keep the fire alive All the police think we re useless Yeah  the kids are coming out tonight God  I m running in fear  fear  fear God  I m running in fear  fear  fear Lights out I m  fraid of everything that moves Lights out I m  fraid of everything that moves Lights out Lights out Lights out I m afraid of everything that moves Lights out I m afraid of everything that moves Lights out Lights out
Imagine Dragons;friction;Get down with the victim We both know you need them You re stuck in the middle Of all irrelevance And your heart is beating Cause you know that you gotta Get out of the middle And rise to the top now When you ve made it Won t ya tell me what to do Cause I m playin  it all wrong When you made it  when you made it Won t ya tell me what to do Cause I m playin  it all wrong You can t fight the friction So ease it off Can t take the pressure So ease it off Don t tell me to be strong Ease it off You can t fight the friction So ease it off And get into the system We both know you need one The tip of the needle Is taking over you And your heart is beating Cause you know that you gotta Get out of the middle And rise to the top now When you ve made it Won t ya tell me what to do Cause I m playin  it all wrong When you made it  when you made it Won t ya tell me what to do Cause I m playin  it all wrong You can t fight the friction So ease it off Can t take the pressure So ease it off Don t tell me to be strong Ease it off You can t fight the friction So ease it off Oh why can t you let go Like a bird in the snow This is no place to build your home You can t fight the friction So ease it off Can t take the pressure So ease it off Don t tell me to be strong Ease it off You can t fight the friction So yeah  yeah  yeah Yeah
Imagine Dragons;gold;First comes the blessing of all that you ve dreamed But then comes the curses of diamonds and rings Only at first did it have its appeal But now you can t tell the false from the real Who can you trust Who can you trust When everything  everything  everything you touch turns to gold  gold  gold When everything  everything  everything you touch turns to gold  gold Ooh  gold  woah Ooh  gold  woah Ooh  gold  woah Ooh  gold  woah Statues and empires are all at your hands Water to wine and the finest of sands When all that you have s turnin  stale and its cold Oh you ll no longer fear when your heart s turned to gold Who can you trust Who can you trust When everything  everything  everything you touch turns to gold  gold  gold When everything  everything  everything you touch turns to gold  gold Ooh  gold  woah Ooh  gold  woah Ooh  gold  woah Ooh  gold  woah I m dying to feel again Oh anything at all But oh I feel nothin  nothin  nothin  nothin  at all When everything  everything  everything you touch turns to gold  gold  gold When everything  everything  everything you touch turns to gold  gold Ooh  gold  woah Ooh  gold  woah Ooh  gold  woah Ooh  gold  woah 
Imagine Dragons;hear me;Try to hear my voice You can leave  now it s your choice Maybe if I fall asleep  I won t breathe right Maybe if I leave tonight  I won t come back I said it before  I won t say it again Love is a game to you  it s not pretend Maybe if I fall asleep  I won t breathe right Can nobody hear me I ve got a lot that s on my mind I cannot breathe Can you hear it  too You kiss and you kiss And you love and you love You ve got a history list and the rest is above And if you re warm then you can t relate to me From the floor to the floor And the sky to the sky You ve got to love and adore and the rest is a lie And if you re warm  then you can t relate to me I said it before  I won t say it again Love is a game to you  let s not pretend Maybe if I fall asleep  I won t breathe right  right  right Can nobody hear me I ve got a lot that s on my mind I cannot breathe Can you hear it  too Leave your shoes at the door  baby I am all you adore  lately Come with me and we will run away Can nobody hear me I ve got a lot that s on my mind I cannot breathe Can you hear it  too Can nobody hear me I ve got a lot that s on my mind I cannot breathe Can you hear it  too 
Imagine Dragons;heart upon my sleeve;With my heart upon my sleeve My head down low  I still feel broken Down upon my knees With my head down low and I still feel broken Where are you  Where are you Oh  now that I need you most and My heart upon my sleeve  broken down  whoa I guess I m just down on my luck a bit  shakin  me out of it I guess I m just down on my luck a bit  shakin  me out of it With my heart upon my sleeve My head down low  I still feel broken Down upon my knees With my head down low and I still feel broken Where are you  Where are you Oh  now that I need you most and My heart upon my sleeve  broken down  down  down  down Now  I can t go a single day without thinking of the words I d say And I can t do a single thing without thinking of you  thinking of you Now I m just left with the pieces to put back together Together  together  together Forever  forever  forever With my heart upon my sleeve My head down low  I still feel broken Down upon my knees With my head down low and I still feel broken Where are you  Where are you Oh  now that I need you most and My heart upon my sleeve  broken down  down  down  down
Imagine Dragons;hopeless opus;Hey Mr  cage man let me get a fresh breath Cherry bomb head strong I could fake my own death Hey Mr  fate man shuffle me a ninth life I ve been wrong  go long Throwing me a sharp right It s not a picture perfect life Not what I had in mind Let me write my own line I ve got this place That I ve filled with empty space Oh I m trying not to face what I ve done My hopeless opus I m in this race and I m hoping just to place Oh I m trying not to face what s become of me My hopeless opus Hey Mr  safe man hustle me an okay I could slide take a dive take it for the home team Hey Mr  postman slip me one more green note I ve been low hit the floor looking just to make broke It s not a picture perfect life Not what I had in mind Let me write my own line I ve got this place That I ve filled with empty space Oh I m trying not to face what I ve done My hopeless opus I m in this race and I m hoping just to place Oh I m trying not to face what s become of me My hopeless opus Hey Mr Hey  hey Mr Hey Mr  cage man Cherry bomb Let me get Cherry bomb Cherry bomb I ve got this place That I ve filled with empty space Oh I m trying not to face what I ve done My hopeless opus I m in this race and I m hoping just to place Oh I m trying not to face what s become of me My hopeless opus
Imagine Dragons;i bet my life; I bet  I bet my life I bet my life I bet my life I bet my life I know I took the path that you would never want for me I know I let you down  didn t I So many sleepless nights where you were waiting up on me Well I m just a slave unto the night Now remember when I told you that s the last you ll see of me Remember when I broke you down to tears I know I took the path that you would never want for me I gave you hell through all the years So I  I bet my life  I bet my life I bet my life for you I  I bet my life  I bet my life I bet my life for you I ve been around the world and never in my wildest dreams Would I come running home to you I ve told a million lies but now I tell a single truth There s you in everything I do Now remember when I told you that s the last you ll see of me Remember when I broke you down to tears I know I took the path that you would never want for me I gave you hell through all the years So I  I bet my life  I bet my life I bet my life for you I  I bet my life  I bet my life I bet my life for you Don t tell me that I m wrong I ve walked that road before And left you on your own And please believe them when they say That it s left for yesterday And the records that I ve played Please forgive me for all I ve done So I  I bet my life  I bet my life I bet my life for you I  I bet my life  I bet my life I bet my life for you I  I bet my  I bet my  I bet my I  I bet my  I bet my  I bet my
